"year","site","mean_temp","total_precip","mean_mean_temp","rel_mean_temp","mean_total_precip","rel_total_precip"
2021,"EDI",2.40570247933884,258.51,1.95644959279833,0.449252886540517,322.032222222222,-63.5222222222222
2022,"EDI",1.70752066115702,292.77,1.95644959279833,-0.248928931641301,322.032222222222,-29.2622222222222
2023,"EDI",2.46598360655738,380.24,1.95644959279833,0.509534013759051,322.032222222222,58.2077777777778
2014,"FOF",1.51479338842975,298.93,2.08564970871156,-0.570856320281805,318.008,-19.078
2015,"FOF",2.32090163934426,462.77,2.08564970871156,0.235251930632706,318.008,144.762
2016,"FOF",2.76719008264463,231.79,2.08564970871156,0.681540373933072,318.008,-86.218
2017,"FOF",0.672727272727273,285.64,2.08564970871156,-1.41292243598428,318.008,-32.368
2018,"FOF",2.28479338842975,182.31,2.08564970871156,0.199143679718195,318.008,-135.698
2019,"FOF",2.63213114754098,394.56,2.08564970871156,0.546481438829427,318.008,76.552
2020,"FOF",1.60289256198347,384.05,2.08564970871156,-0.482757146728086,318.008,66.042
2021,"FOF",2.59487603305785,256.3,2.08564970871156,0.509226324346295,318.008,-61.708
2022,"FOF",1.85537190082645,306.73,2.08564970871156,-0.23027780788511,318.008,-11.278
2023,"FOF",2.61081967213115,377,2.08564970871156,0.525169963419591,318.008,58.992
2014,"FOU",0.966694214876033,442.04,1.04009090909091,-0.0733966942148762,318.906,123.134
2015,"FOU",1.21065573770492,347.63,1.04009090909091,0.170564828614009,318.906,28.724
2016,"FOU",1.72512396694215,240.97,1.04009090909091,0.68503305785124,318.906,-77.936
2017,"FOU",-0.129917355371901,262.38,1.04009090909091,-1.17000826446281,318.906,-56.526
2018,"FOU",1.51520661157025,253.76,1.04009090909091,0.475115702479339,318.906,-65.146
2019,"FOU",1.57245901639344,424,1.04009090909091,0.532368107302533,318.906,105.094
2020,"FOU",0.776776859504132,326.14,1.04009090909091,-0.263314049586777,318.906,7.23399999999998
2021,"FOU",1.42644628099174,250.32,1.04009090909091,0.386355371900826,318.906,-68.586
2022,"FOU",0.800578512396694,270.86,1.04009090909091,-0.239512396694215,318.906,-48.046
2023,"FOU",0.536885245901639,370.96,1.04009090909091,-0.50320566318927,318.906,52.054
2014,"FSH",-1.14735537190083,471.55,-0.668384026554667,-0.478971345346159,335.096,136.454
2015,"FSH",-0.521393442622951,464.9,-0.668384026554667,0.146990583931717,335.096,129.804
2016,"FSH",0.0909090909090909,258.85,-0.668384026554667,0.759293117463758,335.096,-76.246
2017,"FSH",-1.93545454545455,218.81,-0.668384026554667,-1.26707051889988,335.096,-116.286
2018,"FSH",-0.0874380165289256,267.45,-0.668384026554667,0.580946010025742,335.096,-67.646
2019,"FSH",0.0216393442622951,441.92,-0.668384026554667,0.690023370816963,335.096,106.824
2020,"FSH",-1.00553719008264,335.12,-0.668384026554667,-0.337153163527977,335.096,0.0240000000000009
2021,"FSH",-0.347190082644628,304.25,-0.668384026554667,0.321193943910039,335.096,-30.846
2022,"FSH",-1.02644628099174,261.21,-0.668384026554667,-0.358062254437068,335.096,-73.886
2023,"FSH",-0.725573770491803,326.9,-0.668384026554667,-0.0571897439371358,335.096,-8.19600000000003
2014,"GLF",0.117851239669421,383.03,0.765126270153096,-0.647275030483674,411.841,-28.811
2015,"GLF",0.959508196721311,622.09,0.765126270153096,0.194381926568216,411.841,210.249
2016,"GLF",1.36561983471074,288.44,0.765126270153096,0.600493564557648,411.841,-123.401
2017,"GLF",-0.711900826446281,371.7,0.765126270153096,-1.47702709659938,411.841,-40.141
2018,"GLF",0.887190082644628,244.17,0.765126270153096,0.122063812491532,411.841,-167.671
2019,"GLF",1.40180327868852,473.52,0.765126270153096,0.636677008535429,411.841,61.679
2020,"GLF",0.470743801652893,506.46,0.765126270153096,-0.294382468500203,411.841,94.619
2021,"GLF",1.34066115702479,311.53,0.765126270153096,0.575534886871698,411.841,-100.311
2022,"GLF",0.493884297520661,396.28,0.765126270153096,-0.271241972632435,411.841,-15.561
2023,"GLF",1.32590163934426,521.19,0.765126270153096,0.560775369191167,411.841,109.349
2017,"HWP",-1.87710743801653,225.47,-0.664316488280721,-1.21279094973581,323.751428571429,-98.2814285714286
2018,"HWP",-0.0273553719008265,282.55,-0.664316488280721,0.636961116379894,323.751428571429,-41.2014285714286
2019,"HWP",0.0778688524590164,479.51,-0.664316488280721,0.742185340739737,323.751428571429,155.758571428571
2020,"HWP",-0.966611570247934,346.54,-0.664316488280721,-0.302295081967213,323.751428571429,22.7885714285715
2021,"HWP",-0.257603305785124,331.3,-0.664316488280721,0.406713182495597,323.751428571429,7.54857142857145
2022,"HWP",-0.957603305785124,270.24,-0.664316488280721,-0.293286817504403,323.751428571429,-53.5114285714286
2023,"HWP",-0.641803278688525,330.65,-0.664316488280721,0.0225132095921962,323.751428571429,6.89857142857142
2014,"INS",-1.01066115702479,510.39,-0.526821162444113,-0.48383999458068,369.367,141.023
2015,"INS",-0.428524590163934,524.34,-0.526821162444113,0.0982965722801789,369.367,154.973
2016,"INS",0.27801652892562,282.74,-0.526821162444113,0.804837691369733,369.367,-86.627
2017,"INS",-1.80917355371901,232.13,-0.526821162444113,-1.2823523912749,369.367,-137.237
2018,"INS",0.0378512396694215,259.84,-0.526821162444113,0.564672402113535,369.367,-109.527
2019,"INS",0.141803278688525,480.47,-0.526821162444113,0.668624441132638,369.367,111.103
2020,"INS",-0.938181818181818,376.78,-0.526821162444113,-0.411360655737705,369.367,7.41300000000001
2021,"INS",-0.14702479338843,372.9,-0.526821162444113,0.379796369055683,369.367,3.53299999999996
2022,"INS",-0.882644628099174,283.78,-0.526821162444113,-0.35582346565506,369.367,-85.587
2023,"INS",-0.509672131147541,370.3,-0.526821162444113,0.0171490312965723,369.367,0.932999999999993
2014,"KCK/KCZ",-0.571239669421488,435.58,0.201431005283837,-0.772670674705324,362.8245,72.7555
2015,"KCK/KCZ",-0.00762295081967212,642.095,0.201431005283837,-0.209053956103509,362.8245,279.2705
2016,"KCK/KCZ",1.04876033057851,264.685,0.201431005283837,0.847329325294676,362.8245,-98.1395
2017,"KCK/KCZ",-1.07714876033058,227.935,0.201431005283837,-1.27857976561442,362.8245,-134.8895
2018,"KCK/KCZ",0.600206611570248,230.685,0.201431005283837,0.398775606286411,362.8245,-132.1395
2019,"KCK/KCZ",0.514590163934426,476.11,0.201431005283837,0.313159158650589,362.8245,113.2855
2020,"KCK/KCZ",0.054297520661157,368.195,0.201431005283837,-0.14713348462268,362.8245,5.37049999999999
2021,"KCK/KCZ",0.757727272727273,289.96,0.201431005283837,0.556296267443436,362.8245,-72.8645
2022,"KCK/KCZ",-0.00177685950413225,291.025,0.201431005283837,-0.203207864787969,362.8245,-71.7995
2023,"KCK/KCZ",0.696516393442623,401.975,0.201431005283837,0.495085388158786,362.8245,39.1505
2014,"LVN",0.178760330578512,399.54,0.803048841620377,-0.624288511041864,430.132,-30.592
2015,"LVN",1.08680327868852,587.72,0.803048841620377,0.283754437068148,430.132,157.588
2016,"LVN",1.43289256198347,303.78,0.803048841620377,0.629843720363094,430.132,-126.352
2017,"LVN",-0.699256198347107,413.71,0.803048841620377,-1.50230503996748,430.132,-16.422
2018,"LVN",1.03479338842975,251.03,0.803048841620377,0.231744546809375,430.132,-179.102
2019,"LVN",1.45811475409836,566.95,0.803048841620377,0.655065912477984,430.132,136.818
2020,"LVN",0.476115702479339,503.61,0.803048841620377,-0.326933139141038,430.132,73.478
2021,"LVN",1.2703305785124,318.38,0.803048841620377,0.46728173689202,430.132,-111.752
2022,"LVN",0.465950413223141,432.25,0.803048841620377,-0.337098428397236,430.132,2.11799999999999
2023,"LVN",1.32598360655738,524.35,0.803048841620377,0.522934764937,430.132,94.218
2014,"MCH",0.418595041322314,315.45,1.03736587183308,-0.618770830510771,342.901,-27.451
2015,"MCH",1.19188524590164,548.21,1.03736587183308,0.154519374068554,342.901,205.309
2016,"MCH",1.57289256198347,244.19,1.03736587183308,0.535526690150386,342.901,-98.711
2017,"MCH",-0.51801652892562,285.07,1.03736587183308,-1.5553824007587,342.901,-57.831
2018,"MCH",1.16446280991736,211.65,1.03736587183308,0.12709693808427,342.901,-131.251
2019,"MCH",1.69852459016393,390.63,1.03736587183308,0.66115871833085,342.901,47.729
2020,"MCH",0.761818181818182,413.09,1.03736587183308,-0.275547690014903,342.901,70.189
2021,"MCH",1.65396694214876,261.17,1.03736587183308,0.616601070315675,342.901,-81.731
2022,"MCH",0.812644628099174,314.43,1.03736587183308,-0.224721243733911,342.901,-28.471
2023,"MCH",1.61688524590164,445.12,1.03736587183308,0.579519374068554,342.901,102.219
2014,"MUN",1.57694214876033,402.89,1.73552797723886,-0.158585828478526,300.844,102.046
2015,"MUN",1.82688524590164,351.56,1.73552797723886,0.0913572686627828,300.844,50.716
2016,"MUN",2.39752066115702,229.89,1.73552797723886,0.661992683918168,300.844,-70.954
2017,"MUN",0.543305785123967,232.39,1.73552797723886,-1.19222219211489,300.844,-68.454
2018,"MUN",2.28421487603306,243.53,1.73552797723886,0.548686898794202,300.844,-57.314
2019,"MUN",2.25532786885246,383.33,1.73552797723886,0.519799891613603,300.844,82.486
2020,"MUN",1.44628099173554,318.44,1.73552797723886,-0.289246985503319,300.844,17.596
2021,"MUN",2.14355371900826,247.22,1.73552797723886,0.408025741769408,300.844,-53.624
2022,"MUN",1.55231404958678,254.71,1.73552797723886,-0.18321392765208,300.844,-46.134
2023,"MUN",1.32893442622951,344.48,1.73552797723886,-0.406593551009348,300.844,43.636
2014,"NEW",-0.902644628099174,540.75,-0.444887278146593,-0.457757349952581,414.056,126.694
2015,"NEW",-0.410983606557377,582.33,-0.444887278146593,0.0339036715892155,414.056,168.274
2016,"NEW",0.445123966942149,319.26,-0.444887278146593,0.890011245088741,414.056,-94.796
2017,"NEW",-1.75760330578512,270.45,-0.444887278146593,-1.31271602763853,414.056,-143.606
2018,"NEW",0.142727272727273,313.65,-0.444887278146593,0.587614550873865,414.056,-100.406
2019,"NEW",0.239426229508197,562.49,-0.444887278146593,0.684313507654789,414.056,148.434
2020,"NEW",-0.980495867768595,417.94,-0.444887278146593,-0.535608589622002,414.056,3.88400000000001
2021,"NEW",-0.0117355371900826,390.85,-0.444887278146593,0.43315174095651,414.056,-23.206
2022,"NEW",-0.807851239669422,326.06,-0.444887278146593,-0.362963961522829,414.056,-87.996
2023,"NEW",-0.40483606557377,416.78,-0.444887278146593,0.0400512125728221,414.056,2.72399999999999
2017,"PIT",-0.977520661157025,266.19,0.31285752995142,-1.29037819110844,366.294285714286,-100.104285714286
2018,"PIT",0.708925619834711,260.55,0.31285752995142,0.396068089883291,366.294285714286,-105.744285714286
2019,"PIT",0.71827868852459,519.17,0.31285752995142,0.405421158573171,366.294285714286,152.875714285714
2020,"PIT",0.0855371900826446,421.06,0.31285752995142,-0.227320339868775,366.294285714286,54.7657142857143
2021,"PIT",0.822231404958678,307.13,0.31285752995142,0.509373875007258,366.294285714286,-59.1642857142857
2022,"PIT",0.0511570247933884,328.31,0.31285752995142,-0.261700505158031,366.294285714286,-37.9842857142857
2023,"PIT",0.781393442622951,461.65,0.31285752995142,0.468535912671531,366.294285714286,95.3557142857143
2014,"PTH",0.557851239669422,305.54,1.15592148760331,-0.598070247933884,312.002,-6.46199999999999
2015,"PTH",1.34409836065574,501.94,1.15592148760331,0.188176873052432,312.002,189.938
2016,"PTH",1.75289256198347,224.94,1.15592148760331,0.596971074380165,312.002,-87.062
2017,"PTH",-0.314545454545455,257.91,1.15592148760331,-1.47046694214876,312.002,-54.092
2018,"PTH",1.2900826446281,201.54,1.15592148760331,0.134161157024794,312.002,-110.462
2019,"PTH",1.78131147540984,351.41,1.15592148760331,0.62538998780653,312.002,39.408
2020,"PTH",0.834380165289256,345.31,1.15592148760331,-0.32154132231405,312.002,33.308
2021,"PTH",1.73404958677686,244.44,1.15592148760331,0.578128099173554,312.002,-67.562
2022,"PTH",0.859504132231405,289.07,1.15592148760331,-0.296417355371901,312.002,-22.932
2023,"PTH",1.71959016393443,397.92,1.15592148760331,0.56366867633112,312.002,85.918
2015,"RSY",2.59991803278689,423.97,2.40427712294329,0.195640909843593,283.688888888889,140.281111111111
2016,"RSY",2.99892561983471,202.28,2.40427712294329,0.594648496891418,283.688888888889,-81.4088888888889
2017,"RSY",0.912892561983471,254.05,2.40427712294329,-1.49138456095982,283.688888888889,-29.6388888888889
2018,"RSY",2.47429752066116,159.09,2.40427712294329,0.0700203977178639,283.688888888889,-124.598888888889
2019,"RSY",2.94024590163934,346.86,2.40427712294329,0.535968778696051,283.688888888889,63.1711111111111
2020,"RSY",1.83223140495868,341.35,2.40427712294329,-0.572045717984615,283.688888888889,57.6611111111112
2021,"RSY",2.83760330578512,223.8,2.40427712294329,0.433326182841831,283.688888888889,-59.8888888888889
2022,"RSY",2.1303305785124,268.07,2.40427712294329,-0.273946544430896,283.688888888889,-15.6188888888889
2023,"RSY",2.91204918032787,333.73,2.40427712294329,0.507772057384576,283.688888888889,50.0411111111111
2015,"RTH",-0.00262295081967215,473,-0.112241566183444,0.109618615363772,325.631111111111,147.368888888889
2016,"RTH",0.593719008264463,262.03,-0.112241566183444,0.705960574447907,325.631111111111,-63.6011111111112
2017,"RTH",-1.42628099173554,219.07,-0.112241566183444,-1.31403942555209,325.631111111111,-106.561111111111
2018,"RTH",0.442066115702479,278.15,-0.112241566183444,0.554307681885923,325.631111111111,-47.4811111111111
2019,"RTH",0.554672131147541,433.08,-0.112241566183444,0.666913697330985,325.631111111111,107.448888888889
2020,"RTH",-0.468429752066116,360.7,-0.112241566183444,-0.356188185882672,325.631111111111,35.0688888888889
2021,"RTH",0.125619834710744,291.74,-0.112241566183444,0.237861400894188,325.631111111111,-33.8911111111111
2022,"RTH",-0.517933884297521,271.77,-0.112241566183444,-0.405692318114077,325.631111111111,-53.8611111111111
2023,"RTH",-0.310983606557377,341.14,-0.112241566183444,-0.198742040373933,325.631111111111,15.5088888888889
2015,"SER",1.56581967213115,511.76,1.48219128693793,0.0836283851932138,320.511111111111,191.248888888889
2016,"SER",1.89652892561983,224.93,1.48219128693793,0.414337638681901,320.511111111111,-95.5811111111111
2017,"SER",-0.200578512396694,259.25,1.48219128693793,-1.68276979933463,320.511111111111,-61.2611111111111
2018,"SER",1.52619834710744,195.19,1.48219128693793,0.0440070601695044,320.511111111111,-125.321111111111
2019,"SER",2.11344262295082,362.29,1.48219128693793,0.631251336012886,320.511111111111,41.7788888888889
2020,"SER",1.15495867768595,388.12,1.48219128693793,-0.327232609251983,320.511111111111,67.6088888888889
2021,"SER",2.03842975206612,240.17,1.48219128693793,0.556238465128182,320.511111111111,-80.3411111111111
2022,"SER",1.2104958677686,288.76,1.48219128693793,-0.271695419169339,320.511111111111,-31.7511111111111
2023,"SER",2.0344262295082,414.13,1.48219128693793,0.552234942570263,320.511111111111,93.6188888888889
2015,"SLS",-1.11573770491803,562.77,-1.11285154074275,-0.00288616417528487,391.414444444444,171.355555555556
2016,"SLS",-0.376446280991736,282.35,-1.11285154074275,0.736405259751012,391.414444444444,-109.064444444444
2017,"SLS",-2.36578512396694,273.71,-1.11285154074275,-1.25293358322419,391.414444444444,-117.704444444444
2018,"SLS",-0.445123966942149,364.88,-1.11285154074275,0.667727573800599,391.414444444444,-26.5344444444444
2019,"SLS",-0.549672131147541,498.87,-1.11285154074275,0.563179409595207,391.414444444444,107.455555555556
2020,"SLS",-1.46876033057851,411.24,-1.11285154074275,-0.355908789835764,391.414444444444,19.8255555555556
2021,"SLS",-0.791735537190083,356.51,-1.11285154074275,0.321116003552665,391.414444444444,-34.9044444444444
2022,"SLS",-1.46314049586777,347.73,-1.11285154074275,-0.350288955125021,391.414444444444,-43.6844444444444
2023,"SLS",-1.43926229508197,424.67,-1.11285154074275,-0.326410754339219,391.414444444444,33.2555555555556
2014,"STY",0.22702479338843,334.26,0.835176737569435,-0.608151944181005,331.33,2.93000000000001
2015,"STY",1.01213114754098,568.48,0.835176737569435,0.176954409971549,331.33,237.15
2016,"STY",1.49495867768595,225.03,0.835176737569435,0.659781940116515,331.33,-106.3
2017,"STY",-0.572809917355372,247.22,0.835176737569435,-1.40798665492481,331.33,-84.11
2018,"STY",0.971404958677686,207.46,0.835176737569435,0.136228221108251,331.33,-123.87
2019,"STY",1.46155737704918,343.86,0.835176737569435,0.626380639479745,331.33,12.53
2020,"STY",0.489504132231405,380.49,0.835176737569435,-0.34567260533803,331.33,49.16
2021,"STY",1.37132231404959,258.49,0.835176737569435,0.536145576480152,331.33,-72.84
2022,"STY",0.514214876033058,308.71,0.835176737569435,-0.320961861536377,331.33,-22.62
2023,"STY",1.38245901639344,439.3,0.835176737569435,0.547282278824008,331.33,107.97
2014,"TAI",0.232479338842975,391.5,0.250288578783363,-0.0178092399403875,300.299,91.201
2015,"TAI",0.435901639344262,371.41,0.250288578783363,0.1856130605609,300.299,71.111
2016,"TAI",0.632644628099174,226.54,0.250288578783363,0.382356049315811,300.299,-73.759
2017,"TAI",-0.829669421487603,258.58,0.250288578783363,-1.07995800027097,300.299,-41.719
2018,"TAI",0.605537190082645,206.12,0.250288578783363,0.355248611299282,300.299,-94.179
2019,"TAI",0.63483606557377,324.26,0.250288578783363,0.384547486790408,300.299,23.961
2020,"TAI",0.0567768595041322,332.29,0.250288578783363,-0.19351171927923,300.299,31.991
2021,"TAI",0.425785123966942,225.47,0.250288578783363,0.175496545183579,300.299,-74.829
2022,"TAI",0.0185123966942149,271.89,0.250288578783363,-0.231776182089148,300.299,-28.409
2023,"TAI",0.290081967213115,394.93,0.250288578783363,0.0397933884297521,300.299,94.631
2014,"TOM",-1.09652892561983,514.65,-0.728760804769002,-0.367768120850833,413.617,101.033
2015,"TOM",-0.670163934426229,608.79,-0.728760804769002,0.0585968703427721,413.617,195.173
2016,"TOM",0.00818181818181818,326.23,-0.728760804769002,0.73694262295082,413.617,-87.387
2017,"TOM",-1.94462809917355,259.04,-0.728760804769002,-1.21586729440455,413.617,-154.577
2018,"TOM",-0.0774380165289256,352.38,-0.728760804769002,0.651322788240076,413.617,-61.237
2019,"TOM",-0.126639344262295,476.91,-0.728760804769002,0.602121460506706,413.617,63.2929999999999
2020,"TOM",-1.04115702479339,393.57,-0.728760804769002,-0.312396220024387,413.617,-20.047
2021,"TOM",-0.354793388429752,404.97,-0.728760804769002,0.373967416339249,413.617,-8.64699999999999
2022,"TOM",-1.01181818181818,380.52,-0.728760804769002,-0.28305737704918,413.617,-33.097
2023,"TOM",-0.972622950819672,419.11,-0.728760804769002,-0.243862146050671,413.617,5.49299999999999
